Date,Product,Category,Sales,Current_Stock,Unit_Price,Promotion_Flag,Holiday_Flag,Lead_Time_Days
2025-02-21,Milk,Groceries,69,426,30,0,0,5
2025-02-21,Coffee,Groceries,74,412,400,0,0,3
2025-02-22,Laptop,Electronics,31,500,70000,0,0,6
2025-02-22,Smartphone,Electronics,33,463,30000,0,0,4
2025-02-22,Headphones,Electronics,20,497,3000,0,0,7
2025-02-22,T-Shirt,Fashion,68,442,800,1,0,6
2025-02-22,Jeans,Fashion,40,449,1500,0,0,2
2025-02-22,Sneakers,Fashion,43,469,2500,0,0,2
2025-02-22,Rice,Groceries,78,428,60,0,0,2
2025-02-22,Milk,Groceries,73,423,30,0,0,7
2025-02-22,Coffee,Groceries,72,429,400,0,0,3
2025-02-23,Laptop,Electronics,40,464,70000,0,0,2
2025-02-23,Smartphone,Electronics,32,451,30000,0,0,2
2025-02-23,Headphones,Electronics,35,447,3000,0,0,2
2025-02-23,T-Shirt,Fashion,36,443,800,0,0,6
2025-02-23,Jeans,Fashion,52,434,1500,0,0,7
2025-02-23,Sneakers,Fashion,44,454,2500,0,0,2
2025-02-23,Rice,Groceries,74,415,60,0,0,5
2025-02-23,Milk,Groceries,70,431,30,0,0,6
2025-02-23,Coffee,Groceries,75,411,400,0,0,6
2025-02-24,Laptop,Electronics,29,469,70000,0,0,2
2025-02-24,Smartphone,Electronics,22,502,30000,0,0,2
2025-02-24,Headphones,Electronics,24,458,3000,0,0,4
2025-02-24,T-Shirt,Fashion,31,473,800,0,0,5
2025-02-24,Jeans,Fashion,35,442,1500,0,0,2
2025-02-24,Sneakers,Fashion,40,477,2500,0,0,3
2025-02-24,Rice,Groceries,64,440,60,0,0,4
2025-02-24,Milk,Groceries,83,420,30,0,0,6
2025-02-24,Coffee,Groceries,67,451,400,0,0,7
2025-02-25,Laptop,Electronics,26,502,70000,0,0,2
2025-02-25,Smartphone,Electronics,21,487,30000,0,0,7
2025-02-25,Headphones,Electronics,42,465,3000,1,0,6
2025-02-25,T-Shirt,Fashion,50,454,800,0,0,3
2025-02-25,Jeans,Fashion,42,456,1500,0,0,5
2025-02-25,Sneakers,Fashion,42,484,2500,0,0,4
2025-02-25,Rice,Groceries,64,457,60,0,0,3
2025-02-25,Milk,Groceries,71,449,30,0,0,6
2025-02-25,Coffee,Groceries,72,418,400,0,0,4
2025-02-26,Laptop,Electronics,24,435,70000,0,0,3
2025-02-26,Smartphone,Electronics,37,430,30000,0,0,2
2025-02-26,Headphones,Electronics,29,470,3000,0,0,4
2025-02-26,T-Shirt,Fashion,40,465,800,0,0,4
2025-02-26,Jeans,Fashion,40,470,1500,0,0,4
2025-02-26,Sneakers,Fashion,32,470,2500,0,0,6
2025-02-26,Rice,Groceries,77,396,60,0,0,7
2025-02-26,Milk,Groceries,95,393,30,1,0,5
2025-02-26,Coffee,Groceries,74,421,400,0,0,4
2025-02-27,Laptop,Electronics,27,450,70000,0,0,7
2025-02-27,Smartphone,Electronics,29,493,30000,0,0,4
2025-02-27,Headphones,Electronics,28,500,3000,0,0,2
2025-02-27,T-Shirt,Fashion,45,458,800,0,0,7
2025-02-27,Jeans,Fashion,46,448,1500,0,0,3
2025-02-27,Sneakers,Fashion,49,492,2500,0,0,5
2025-02-27,Rice,Groceries,77,415,60,0,0,7
2025-02-27,Milk,Groceries,65,445,30,0,0,7
2025-02-27,Coffee,Groceries,68,410,400,0,0,7
2025-02-28,Laptop,Electronics,29,486,70000,0,0,7
2025-02-28,Smartphone,Electronics,54,433,30000,1,0,7
2025-02-28,Headphones,Electronics,35,451,3000,0,0,6
2025-02-28,T-Shirt,Fashion,41,463,800,0,0,6
2025-02-28,Jeans,Fashion,40,457,1500,0,0,4
2025-02-28,Sneakers,Fashion,76,401,2500,1,0,4
2025-02-28,Rice,Groceries,78,445,60,0,0,5
2025-02-28,Milk,Groceries,74,377,30,0,0,7
2025-02-28,Coffee,Groceries,74,391,400,0,0,2
2025-03-01,Laptop,Electronics,37,466,70000,0,0,2
2025-03-01,Smartphone,Electronics,41,449,30000,0,0,4
2025-03-01,Headphones,Electronics,39,419,3000,0,0,7
2025-03-01,T-Shirt,Fashion,51,435,800,0,0,6
2025-03-01,Jeans,Fashion,57,448,1500,0,0,2
2025-03-01,Sneakers,Fashion,57,469,2500,0,0,7
2025-03-01,Rice,Groceries,83,434,60,0,0,2
2025-03-01,Milk,Groceries,86,370,30,0,0,2
2025-03-01,Coffee,Groceries,84,418,400,0,0,4
2025-03-02,Laptop,Electronics,39,430,70000,0,0,5
2025-03-02,Smartphone,Electronics,44,471,30000,0,0,6
2025-03-02,Headphones,Electronics,47,442,3000,0,0,5
2025-03-02,T-Shirt,Fashion,58,429,800,0,0,3
2025-03-02,Jeans,Fashion,63,448,1500,0,0,5
2025-03-02,Sneakers,Fashion,56,424,2500,0,0,5
2025-03-02,Rice,Groceries,99,383,60,1,0,2
2025-03-02,Milk,Groceries,114,409,30,1,0,3
2025-03-02,Coffee,Groceries,108,442,400,1,0,4
2025-03-03,Laptop,Electronics,61,444,70000,1,0,5
2025-03-03,Smartphone,Electronics,38,495,30000,0,0,4
2025-03-03,Headphones,Electronics,28,459,3000,0,0,2
2025-03-03,T-Shirt,Fashion,56,440,800,0,0,7
2025-03-03,Jeans,Fashion,58,424,1500,0,0,2
2025-03-03,Sneakers,Fashion,57,436,2500,0,0,5
2025-03-03,Rice,Groceries,77,401,60,0,0,3
2025-03-03,Milk,Groceries,79,394,30,0,0,4
2025-03-03,Coffee,Groceries,81,435,400,0,0,4
2025-03-04,Laptop,Electronics,45,421,70000,0,0,5
2025-03-04,Smartphone,Electronics,46,515,30000,0,0,5
2025-03-04,Headphones,Electronics,34,457,3000,0,0,6
2025-03-04,T-Shirt,Fashion,60,430,800,0,0,4
2025-03-04,Jeans,Fashion,58,474,1500,0,0,3
2025-03-04,Sneakers,Fashion,61,479,2500,0,0,5
2025-03-04,Rice,Groceries,84,424,60,0,0,6
2025-03-04,Milk,Groceries,78,414,30,0,0,3
2025-03-04,Coffee,Groceries,83,393,400,0,0,3
2025-03-05,Laptop,Electronics,64,429,70000,1,0,5
2025-03-05,Smartphone,Electronics,56,445,30000,1,0,4
2025-03-05,Headphones,Electronics,53,417,3000,1,0,7
2025-03-05,T-Shirt,Fashion,56,420,800,0,0,3
2025-03-05,Jeans,Fashion,59,431,1500,0,0,4
2025-03-05,Sneakers,Fashion,51,436,2500,0,0,2
2025-03-05,Rice,Groceries,80,434,60,0,0,4
2025-03-05,Milk,Groceries,90,373,30,0,0,6
2025-03-05,Coffee,Groceries,84,462,400,0,0,4
2025-03-06,Laptop,Electronics,37,484,70000,0,0,7
2025-03-06,Smartphone,Electronics,36,473,30000,0,0,6
2025-03-06,Headphones,Electronics,44,471,3000,0,0,7
2025-03-06,T-Shirt,Fashion,58,477,800,0,0,5
2025-03-06,Jeans,Fashion,59,473,1500,0,0,6
2025-03-06,Sneakers,Fashion,60,432,2500,0,0,5
2025-03-06,Rice,Groceries,107,406,60,1,0,5
2025-03-06,Milk,Groceries,88,432,30,0,0,3
2025-03-06,Coffee,Groceries,100,419,400,0,0,4
2025-03-07,Laptop,Electronics,57,437,70000,0,0,4
2025-03-07,Smartphone,Electronics,52,413,30000,1,0,5
2025-03-07,Headphones,Electronics,44,455,3000,0,0,5
2025-03-07,T-Shirt,Fashion,51,468,800,0,0,4
2025-03-07,Jeans,Fashion,63,452,1500,0,0,7
2025-03-07,Sneakers,Fashion,63,459,2500,0,0,3
2025-03-07,Rice,Groceries,94,415,60,0,0,2
2025-03-07,Milk,Groceries,93,417,30,0,0,7
2025-03-07,Coffee,Groceries,92,418,400,0,0,2
2025-03-08,Laptop,Electronics,54,455,70000,0,0,2
2025-03-08,Smartphone,Electronics,48,456,30000,0,0,2
2025-03-08,Headphones,Electronics,57,420,3000,0,0,7
2025-03-08,T-Shirt,Fashion,78,437,800,0,0,6
2025-03-08,Jeans,Fashion,78,426,1500,1,0,2
2025-03-08,Sneakers,Fashion,70,448,2500,0,0,5
2025-03-08,Rice,Groceries,102,422,60,0,0,5
2025-03-08,Milk,Groceries,89,395,30,0,0,7
2025-03-08,Coffee,Groceries,97,396,400,0,0,2
2025-03-09,Laptop,Electronics,50,422,70000,0,0,2
2025-03-09,Smartphone,Electronics,52,468,30000,0,0,7
2025-03-09,Headphones,Electronics,54,471,3000,0,0,5
2025-03-09,T-Shirt,Fashion,71,409,800,0,0,5
2025-03-09,Jeans,Fashion,70,395,1500,0,0,5
2025-03-09,Sneakers,Fashion,64,453,2500,0,0,7
2025-03-09,Rice,Groceries,120,396,60,1,0,2
2025-03-09,Milk,Groceries,94,406,30,0,0,7
2025-03-09,Coffee,Groceries,93,429,400,0,0,4
2025-03-10,Laptop,Electronics,45,433,70000,0,0,3
2025-03-10,Smartphone,Electronics,46,457,30000,0,0,6
2025-03-10,Headphones,Electronics,47,449,3000,0,0,4
2025-03-10,T-Shirt,Fashion,59,480,800,0,0,2
2025-03-10,Jeans,Fashion,82,436,1500,1,0,6
2025-03-10,Sneakers,Fashion,60,441,2500,0,0,5
2025-03-10,Rice,Groceries,91,412,60,0,0,2
2025-03-10,Milk,Groceries,93,431,30,0,0,3
2025-03-10,Coffee,Groceries,77,422,400,0,0,2
2025-03-11,Laptop,Electronics,45,438,70000,0,0,4
2025-03-11,Smartphone,Electronics,50,443,30000,0,0,3
2025-03-11,Headphones,Electronics,42,500,3000,0,0,7
2025-03-11,T-Shirt,Fashion,64,468,800,0,0,3
2025-03-11,Jeans,Fashion,60,433,1500,0,0,7
2025-03-11,Sneakers,Fashion,57,455,2500,0,0,4
2025-03-11,Rice,Groceries,92,419,60,0,0,6
2025-03-11,Milk,Groceries,81,396,30,0,0,7
2025-03-11,Coffee,Groceries,85,438,400,0,0,5
2025-03-12,Laptop,Electronics,43,451,70000,0,0,5
2025-03-12,Smartphone,Electronics,50,438,30000,0,0,5
2025-03-12,Headphones,Electronics,41,452,3000,0,0,5
2025-03-12,T-Shirt,Fashion,57,446,800,0,0,7
2025-03-12,Jeans,Fashion,52,422,1500,0,0,3
2025-03-12,Sneakers,Fashion,63,475,2500,0,0,4
2025-03-12,Rice,Groceries,93,409,60,0,0,4
2025-03-12,Milk,Groceries,89,415,30,0,0,2
2025-03-12,Coffee,Groceries,86,406,400,0,0,4
2025-03-13,Laptop,Electronics,43,469,70000,0,0,6
2025-03-13,Smartphone,Electronics,38,461,30000,0,0,3
2025-03-13,Headphones,Electronics,63,405,3000,1,0,5
2025-03-13,T-Shirt,Fashion,51,436,800,0,0,5
2025-03-13,Jeans,Fashion,51,430,1500,0,0,6
2025-03-13,Sneakers,Fashion,50,481,2500,0,0,5
2025-03-13,Rice,Groceries,93,389,60,0,0,2
2025-03-13,Milk,Groceries,105,398,30,1,0,2
2025-03-13,Coffee,Groceries,99,400,400,1,0,7
2025-03-14,Laptop,Electronics,46,438,70000,0,0,6
2025-03-14,Smartphone,Electronics,61,447,30000,1,0,7
2025-03-14,Headphones,Electronics,51,411,3000,0,0,6
2025-03-14,T-Shirt,Fashion,61,442,800,0,0,5
2025-03-14,Jeans,Fashion,71,437,1500,1,0,4
2025-03-14,Sneakers,Fashion,53,458,2500,0,0,7
2025-03-14,Rice,Groceries,85,460,60,0,0,4
2025-03-14,Milk,Groceries,97,412,30,1,0,2
2025-03-14,Coffee,Groceries,103,385,400,1,0,3
2025-03-15,Laptop,Electronics,69,419,70000,1,0,4
2025-03-15,Smartphone,Electronics,42,489,30000,0,0,3
2025-03-15,Headphones,Electronics,72,421,3000,1,0,7
2025-03-15,T-Shirt,Fashion,65,409,800,0,0,2
2025-03-15,Jeans,Fashion,69,438,1500,0,0,7
2025-03-15,Sneakers,Fashion,64,446,2500,0,0,5
2025-03-15,Rice,Groceries,115,359,60,1,0,3
2025-03-15,Milk,Groceries,94,420,30,0,0,4
2025-03-15,Coffee,Groceries,89,381,400,0,0,5
2025-03-16,Laptop,Electronics,43,444,70000,0,0,4
2025-03-16,Smartphone,Electronics,82,388,30000,1,0,2
2025-03-16,Headphones,Electronics,44,442,3000,0,0,3
2025-03-16,T-Shirt,Fashion,56,459,800,0,0,5
2025-03-16,Jeans,Fashion,65,429,1500,0,0,2
2025-03-16,Sneakers,Fashion,52,448,2500,0,0,2
2025-03-16,Rice,Groceries,84,430,60,0,0,5
2025-03-16,Milk,Groceries,99,369,30,0,0,4
2025-03-16,Coffee,Groceries,89,414,400,0,0,3
2025-03-17,Laptop,Electronics,62,429,70000,1,0,3
2025-03-17,Smartphone,Electronics,47,457,30000,1,0,2
2025-03-17,Headphones,Electronics,32,469,3000,0,0,7
2025-03-17,T-Shirt,Fashion,36,467,800,0,0,4
2025-03-17,Jeans,Fashion,56,422,1500,0,0,3
2025-03-17,Sneakers,Fashion,35,489,2500,0,0,6
2025-03-17,Rice,Groceries,77,421,60,0,0,7
2025-03-17,Milk,Groceries,92,425,30,0,0,5
2025-03-17,Coffee,Groceries,76,403,400,0,0,6
2025-03-18,Laptop,Electronics,29,451,70000,0,0,4
2025-03-18,Smartphone,Electronics,36,473,30000,0,0,3
2025-03-18,Headphones,Electronics,38,442,3000,0,0,4
2025-03-18,T-Shirt,Fashion,46,437,800,0,0,7
2025-03-18,Jeans,Fashion,51,433,1500,0,0,7
2025-03-18,Sneakers,Fashion,44,460,2500,0,0,3
2025-03-18,Rice,Groceries,80,408,60,0,0,2
2025-03-18,Milk,Groceries,76,470,30,0,0,2
2025-03-18,Coffee,Groceries,83,397,400,0,0,6
2025-03-19,Laptop,Electronics,34,485,70000,0,0,4
2025-03-19,Smartphone,Electronics,36,483,30000,0,0,4
2025-03-19,Headphones,Electronics,28,490,3000,0,0,3
2025-03-19,T-Shirt,Fashion,43,434,800,0,0,7
2025-03-19,Jeans,Fashion,49,473,1500,0,0,6
2025-03-19,Sneakers,Fashion,53,445,2500,1,0,5
2025-03-19,Rice,Groceries,72,456,60,0,0,4
2025-03-19,Milk,Groceries,77,416,30,0,0,2
2025-03-19,Coffee,Groceries,88,404,400,1,0,4
2025-03-20,Laptop,Electronics,30,506,70000,0,0,4
2025-03-20,Smartphone,Electronics,28,433,30000,0,0,6
2025-03-20,Headphones,Electronics,51,442,3000,1,0,2
2025-03-20,T-Shirt,Fashion,38,441,800,0,0,7
2025-03-20,Jeans,Fashion,40,475,1500,0,0,4
2025-03-20,Sneakers,Fashion,44,458,2500,0,0,5
2025-03-20,Rice,Groceries,74,413,60,0,0,7
2025-03-20,Milk,Groceries,72,402,30,0,0,7
2025-03-20,Coffee,Groceries,70,460,400,0,0,7
2025-03-21,Laptop,Electronics,24,471,70000,0,0,2
2025-03-21,Smartphone,Electronics,25,471,30000,0,0,5
2025-03-21,Headphones,Electronics,51,466,3000,1,0,7
2025-03-21,T-Shirt,Fashion,44,482,800,0,0,5
2025-03-21,Jeans,Fashion,40,426,1500,0,0,2
2025-03-21,Sneakers,Fashion,44,455,2500,0,0,3
2025-03-21,Rice,Groceries,91,390,60,1,0,6
2025-03-21,Milk,Groceries,65,442,30,0,0,2
2025-03-21,Coffee,Groceries,68,418,400,0,0,2
2025-03-22,Laptop,Electronics,38,504,70000,0,0,7
2025-03-22,Smartphone,Electronics,50,453,30000,1,0,6
2025-03-22,Headphones,Electronics,53,432,3000,1,0,5
2025-03-22,T-Shirt,Fashion,56,468,800,0,0,7
2025-03-22,Jeans,Fashion,44,485,1500,0,0,4
2025-03-22,Sneakers,Fashion,53,477,2500,0,0,2
2025-03-22,Rice,Groceries,90,390,60,0,0,4
2025-03-22,Milk,Groceries,78,427,30,0,0,7
2025-03-22,Coffee,Groceries,76,421,400,0,0,2
2025-03-23,Laptop,Electronics,25,485,70000,0,0,5
2025-03-23,Smartphone,Electronics,57,425,30000,1,0,7
2025-03-23,Headphones,Electronics,29,468,3000,0,0,4
2025-03-23,T-Shirt,Fashion,50,455,800,0,0,5
2025-03-23,Jeans,Fashion,57,470,1500,0,0,2
2025-03-23,Sneakers,Fashion,43,469,2500,0,0,2
2025-03-23,Rice,Groceries,78,417,60,0,0,7
2025-03-23,Milk,Groceries,87,406,30,0,0,3
2025-03-23,Coffee,Groceries,69,456,400,0,0,3
2025-03-24,Laptop,Electronics,44,407,70000,1,0,6
2025-03-24,Smartphone,Electronics,26,424,30000,0,0,4
2025-03-24,Headphones,Electronics,24,463,3000,0,0,2
2025-03-24,T-Shirt,Fashion,37,484,800,0,0,5
2025-03-24,Jeans,Fashion,41,473,1500,0,0,4
2025-03-24,Sneakers,Fashion,33,480,2500,0,0,5
2025-03-24,Rice,Groceries,86,412,60,0,0,4
2025-03-24,Milk,Groceries,87,377,30,1,0,2
2025-03-24,Coffee,Groceries,61,471,400,0,0,4
2025-03-25,Laptop,Electronics,22,506,70000,0,0,3
2025-03-25,Smartphone,Electronics,32,469,30000,0,0,5
2025-03-25,Headphones,Electronics,25,478,3000,0,0,5
2025-03-25,T-Shirt,Fashion,39,476,800,0,0,3
2025-03-25,Jeans,Fashion,33,440,1500,0,0,5
2025-03-25,Sneakers,Fashion,37,474,2500,0,0,6
2025-03-25,Rice,Groceries,70,385,60,0,0,2
2025-03-25,Milk,Groceries,67,453,30,0,0,2
2025-03-25,Coffee,Groceries,74,435,400,0,0,4
2025-03-26,Laptop,Electronics,13,465,70000,0,0,7
2025-03-26,Smartphone,Electronics,11,480,30000,0,0,6
2025-03-26,Headphones,Electronics,26,508,3000,0,0,7
2025-03-26,T-Shirt,Fashion,35,429,800,0,0,3
2025-03-26,Jeans,Fashion,62,420,1500,1,0,4
2025-03-26,Sneakers,Fashion,52,456,2500,0,0,7
2025-03-26,Rice,Groceries,66,416,60,0,0,7
2025-03-26,Milk,Groceries,71,437,30,0,0,6
2025-03-26,Coffee,Groceries,73,434,400,0,0,4
2025-03-27,Laptop,Electronics,21,489,70000,0,0,3
2025-03-27,Smartphone,Electronics,37,490,30000,0,0,6
2025-03-27,Headphones,Electronics,27,454,3000,0,0,6
2025-03-27,T-Shirt,Fashion,43,440,800,0,0,6
2025-03-27,Jeans,Fashion,40,463,1500,0,0,2
2025-03-27,Sneakers,Fashion,64,462,2500,1,0,4
2025-03-27,Rice,Groceries,84,393,60,0,0,6
2025-03-27,Milk,Groceries,74,433,30,0,0,7
2025-03-27,Coffee,Groceries,77,425,400,0,0,2
2025-03-28,Laptop,Electronics,25,469,70000,0,0,7
2025-03-28,Smartphone,Electronics,20,475,30000,0,0,3
2025-03-28,Headphones,Electronics,25,474,3000,0,0,7
2025-03-28,T-Shirt,Fashion,41,477,800,0,0,2
2025-03-28,Jeans,Fashion,43,480,1500,0,0,2
2025-03-28,Sneakers,Fashion,48,442,2500,0,0,5
2025-03-28,Rice,Groceries,83,429,60,1,0,4
2025-03-28,Milk,Groceries,76,453,30,0,0,7
2025-03-28,Coffee,Groceries,70,427,400,0,0,4
2025-03-29,Laptop,Electronics,62,429,70000,1,0,2
2025-03-29,Smartphone,Electronics,33,471,30000,0,0,2
2025-03-29,Headphones,Electronics,44,411,3000,0,0,6
2025-03-29,T-Shirt,Fashion,57,458,800,0,0,4
2025-03-29,Jeans,Fashion,59,454,1500,0,0,5
2025-03-29,Sneakers,Fashion,53,456,2500,0,0,2
2025-03-29,Rice,Groceries,75,464,60,0,0,3
2025-03-29,Milk,Groceries,111,411,30,1,0,3
2025-03-29,Coffee,Groceries,90,396,400,0,0,4
2025-03-30,Laptop,Electronics,44,461,70000,0,0,7
2025-03-30,Smartphone,Electronics,52,448,30000,1,0,2
2025-03-30,Headphones,Electronics,38,440,3000,0,0,3
2025-03-30,T-Shirt,Fashion,81,375,800,1,0,2
2025-03-30,Jeans,Fashion,54,457,1500,0,0,2
2025-03-30,Sneakers,Fashion,53,472,2500,0,0,7
2025-03-30,Rice,Groceries,76,436,60,0,0,6
2025-03-30,Milk,Groceries,87,428,30,0,0,7
2025-03-30,Coffee,Groceries,87,429,400,0,0,2
2025-03-31,Laptop,Electronics,34,434,70000,0,0,7
2025-03-31,Smartphone,Electronics,36,457,30000,0,0,4
2025-03-31,Headphones,Electronics,30,502,3000,0,0,6
2025-03-31,T-Shirt,Fashion,45,467,800,0,0,7
2025-03-31,Jeans,Fashion,50,470,1500,0,0,4
2025-03-31,Sneakers,Fashion,62,433,2500,1,0,5
2025-03-31,Rice,Groceries,96,425,60,1,0,7
2025-03-31,Milk,Groceries,71,442,30,0,0,7
2025-03-31,Coffee,Groceries,79,430,400,0,0,5
2025-04-01,Laptop,Electronics,36,485,70000,0,0,4
2025-04-01,Smartphone,Electronics,46,423,30000,1,0,4
2025-04-01,Headphones,Electronics,43,447,3000,0,0,4
2025-04-01,T-Shirt,Fashion,55,448,800,0,0,4
2025-04-01,Jeans,Fashion,71,386,1500,1,0,4
2025-04-01,Sneakers,Fashion,48,393,2500,0,0,7
2025-04-01,Rice,Groceries,83,448,60,0,0,4
2025-04-01,Milk,Groceries,97,424,30,1,0,7
2025-04-01,Coffee,Groceries,89,411,400,0,0,2
2025-04-02,Laptop,Electronics,33,457,70000,0,0,5
2025-04-02,Smartphone,Electronics,30,514,30000,0,0,7
2025-04-02,Headphones,Electronics,44,473,3000,0,0,5
2025-04-02,T-Shirt,Fashion,55,450,800,0,0,5
2025-04-02,Jeans,Fashion,46,447,1500,0,0,6
2025-04-02,Sneakers,Fashion,48,456,2500,0,0,4
2025-04-02,Rice,Groceries,79,417,60,0,0,6
2025-04-02,Milk,Groceries,83,401,30,0,0,5
2025-04-02,Coffee,Groceries,86,446,400,0,0,6
2025-04-03,Laptop,Electronics,54,475,70000,1,0,2
2025-04-03,Smartphone,Electronics,60,441,30000,1,0,6
2025-04-03,Headphones,Electronics,36,460,3000,0,0,5
2025-04-03,T-Shirt,Fashion,53,432,800,0,0,3
2025-04-03,Jeans,Fashion,53,421,1500,0,0,3
2025-04-03,Sneakers,Fashion,45,445,2500,0,0,4
2025-04-03,Rice,Groceries,78,406,60,0,0,5
2025-04-03,Milk,Groceries,76,398,30,0,0,6
2025-04-03,Coffee,Groceries,87,401,400,0,0,3
2025-04-04,Laptop,Electronics,40,443,70000,0,0,4
2025-04-04,Smartphone,Electronics,39,467,30000,0,0,7
2025-04-04,Headphones,Electronics,35,442,3000,0,0,5
2025-04-04,T-Shirt,Fashion,51,448,800,0,0,3
2025-04-04,Jeans,Fashion,55,432,1500,0,0,2
2025-04-04,Sneakers,Fashion,59,400,2500,0,0,5
2025-04-04,Rice,Groceries,83,433,60,0,0,6
2025-04-04,Milk,Groceries,104,412,30,1,0,4
2025-04-04,Coffee,Groceries,96,396,400,0,0,5
2025-04-05,Laptop,Electronics,48,472,70000,0,0,4
2025-04-05,Smartphone,Electronics,52,433,30000,0,0,4
2025-04-05,Headphones,Electronics,49,445,3000,0,0,2
2025-04-05,T-Shirt,Fashion,74,427,800,0,0,5
2025-04-05,Jeans,Fashion,59,454,1500,0,0,2
2025-04-05,Sneakers,Fashion,62,429,2500,0,0,5
2025-04-05,Rice,Groceries,95,428,60,0,0,7
2025-04-05,Milk,Groceries,97,399,30,0,0,7
2025-04-05,Coffee,Groceries,101,388,400,0,0,4
2025-04-06,Laptop,Electronics,77,405,70000,1,0,6
2025-04-06,Smartphone,Electronics,54,426,30000,0,0,2
2025-04-06,Headphones,Electronics,64,481,3000,0,0,7
2025-04-06,T-Shirt,Fashion,73,460,800,0,0,2
2025-04-06,Jeans,Fashion,63,446,1500,0,0,2
2025-04-06,Sneakers,Fashion,63,418,2500,0,0,3
2025-04-06,Rice,Groceries,117,394,60,1,0,4
2025-04-06,Milk,Groceries,96,421,30,0,0,2
2025-04-06,Coffee,Groceries,100,430,400,0,0,7
2025-04-07,Laptop,Electronics,41,486,70000,0,0,7
2025-04-07,Smartphone,Electronics,50,465,30000,0,0,2
2025-04-07,Headphones,Electronics,48,456,3000,0,0,3
2025-04-07,T-Shirt,Fashion,61,420,800,0,0,7
2025-04-07,Jeans,Fashion,65,430,1500,0,0,2
2025-04-07,Sneakers,Fashion,55,458,2500,0,0,5
2025-04-07,Rice,Groceries,90,392,60,0,0,4
2025-04-07,Milk,Groceries,95,395,30,0,0,7
2025-04-07,Coffee,Groceries,99,418,400,0,0,2
2025-04-08,Laptop,Electronics,48,488,70000,0,0,7
2025-04-08,Smartphone,Electronics,50,433,30000,0,0,4
2025-04-08,Headphones,Electronics,41,473,3000,0,0,4
2025-04-08,T-Shirt,Fashion,53,426,800,0,0,4
2025-04-08,Jeans,Fashion,68,453,1500,0,0,7
2025-04-08,Sneakers,Fashion,66,467,2500,0,0,5
2025-04-08,Rice,Groceries,85,395,60,0,0,3
2025-04-08,Milk,Groceries,92,446,30,0,0,5
2025-04-08,Coffee,Groceries,86,409,400,0,0,4
2025-04-09,Laptop,Electronics,46,454,70000,0,0,3
2025-04-09,Smartphone,Electronics,66,411,30000,1,0,7
2025-04-09,Headphones,Electronics,46,468,3000,0,0,3
2025-04-09,T-Shirt,Fashion,56,437,800,0,0,4
2025-04-09,Jeans,Fashion,55,479,1500,0,0,3
2025-04-09,Sneakers,Fashion,66,419,2500,0,0,5
2025-04-09,Rice,Groceries,84,434,60,0,0,2
2025-04-09,Milk,Groceries,90,422,30,0,0,5
2025-04-09,Coffee,Groceries,91,397,400,0,0,2
2025-04-10,Laptop,Electronics,46,456,70000,0,0,7
2025-04-10,Smartphone,Electronics,38,457,30000,0,0,2
2025-04-10,Headphones,Electronics,42,455,3000,0,0,5
2025-04-10,T-Shirt,Fashion,62,441,800,0,0,5
2025-04-10,Jeans,Fashion,68,436,1500,0,0,3
2025-04-10,Sneakers,Fashion,63,422,2500,0,0,3
2025-04-10,Rice,Groceries,84,414,60,0,0,6
2025-04-10,Milk,Groceries,91,404,30,0,0,3
2025-04-10,Coffee,Groceries,89,406,400,0,0,5
2025-04-11,Laptop,Electronics,45,462,70000,0,0,6
2025-04-11,Smartphone,Electronics,50,442,30000,0,0,3
2025-04-11,Headphones,Electronics,41,456,3000,0,0,5
2025-04-11,T-Shirt,Fashion,51,451,800,0,0,6
2025-04-11,Jeans,Fashion,61,408,1500,0,0,7
2025-04-11,Sneakers,Fashion,77,425,2500,1,0,4
2025-04-11,Rice,Groceries,94,395,60,0,0,2
2025-04-11,Milk,Groceries,90,404,30,0,0,7
2025-04-11,Coffee,Groceries,102,403,400,1,0,6
2025-04-12,Laptop,Electronics,54,459,70000,0,0,6
2025-04-12,Smartphone,Electronics,49,435,30000,0,0,3
2025-04-12,Headphones,Electronics,37,449,3000,0,0,7
2025-04-12,T-Shirt,Fashion,57,464,800,0,0,2
2025-04-12,Jeans,Fashion,64,421,1500,0,0,4
2025-04-12,Sneakers,Fashion,65,431,2500,0,0,4
2025-04-12,Rice,Groceries,84,438,60,0,0,5
2025-04-12,Milk,Groceries,87,440,30,0,0,4
2025-04-12,Coffee,Groceries,123,369,400,1,0,7
2025-04-13,Laptop,Electronics,46,458,70000,0,0,7
2025-04-13,Smartphone,Electronics,50,443,30000,0,0,7
2025-04-13,Headphones,Electronics,49,420,3000,0,0,3
2025-04-13,T-Shirt,Fashion,63,405,800,0,0,4
2025-04-13,Jeans,Fashion,68,422,1500,0,0,5
2025-04-13,Sneakers,Fashion,90,438,2500,1,0,4
2025-04-13,Rice,Groceries,92,406,60,0,0,6
2025-04-13,Milk,Groceries,97,414,30,0,0,6
2025-04-13,Coffee,Groceries,91,403,400,0,0,6
2025-04-14,Laptop,Electronics,62,428,70000,1,0,3
2025-04-14,Smartphone,Electronics,42,422,30000,0,0,4
2025-04-14,Headphones,Electronics,41,475,3000,0,0,5
2025-04-14,T-Shirt,Fashion,50,436,800,0,0,7
2025-04-14,Jeans,Fashion,48,448,1500,0,0,7
2025-04-14,Sneakers,Fashion,54,439,2500,0,0,7
2025-04-14,Rice,Groceries,86,390,60,0,0,6
